orderID,subj_gla,gla_clean,gla_diff,subj_lot_size,lot_size_clean,lot_size_diff,subj_bedrooms,bedrooms_clean,bedroom_diff,subj_bathrooms,bathrooms_clean,bathroom_diff,subj_room_count,room_count_clean,room_count_diff,subj_property_type,property_type_clean,same_property_type,subj_stories,stories_clean,same_storey_type,sale_date_clean,sold_recently_90,sold_recently_180,label,close_date_clean,id,close_price
4762597,1044.0,1501.0,457.0,,4867.56,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,11.0,5.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-04,4115.0,550000.0
4762597,1044.0,1616.0,572.0,,3650.0,,3.0,3.0,0.0,1.5,2.5,1.0,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-04,4132.0,762000.0
4762597,1044.0,1750.0,706.0,,6000.0,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-02-04,116709.0,580000.0
4762597,1044.0,1506.0,462.0,,4847.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,11.0,5.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-04,130246.0,550000.0
4762597,1044.0,1596.0,552.0,,3640.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-04,152826.0,762000.0
4762597,1044.0,1500.0,456.0,,6299.39,,3.0,4.0,1.0,1.5,3.5,2.0,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-05,4104.0,615000.0
4762597,1044.0,1300.0,256.0,,5400.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-05,77837.0,595000.0
4762597,1044.0,550.0,494.0,,,,3.0,1.0,2.0,1.5,1.0,0.5,6.0,5.0,1.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-02-05,77856.0,253750.0
4762597,1044.0,1100.0,56.0,,,,3.0,3.0,0.0,1.5,1.0,0.5,6.0,6.0,0.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-05,77968.0,327000.0
4762597,1044.0,1750.0,706.0,,6279.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-05,126035.0,615000.0
4762597,1044.0,1300.0,256.0,,5400.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-05,146404.0,595000.0
4762597,1044.0,1100.0,56.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-05,161844.0,327000.0
4762597,1044.0,550.0,494.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,5.0,1.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-02-05,162303.0,253750.0
4762597,1044.0,1300.0,256.0,,6900.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-02-07,77521.0,570000.0
4762597,1044.0,2470.0,1426.0,,7500.0,,3.0,4.0,1.0,1.5,4.0,2.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-07,77694.0,875000.0
4762597,1044.0,2750.0,1706.0,,6500.0,,3.0,4.0,1.0,1.5,2.0,0.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-07,77711.0,725000.0
4762597,1044.0,1300.0,256.0,,6900.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-02-07,146246.0,570000.0
4762597,1044.0,2750.0,1706.0,,6500.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-07,164415.0,725000.0
4762597,1044.0,2482.0,1438.0,,7500.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-07,195813.0,875000.0
4762597,1044.0,1156.0,112.0,,6987.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,6.0,0.0,Townhouse,Semi Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-02-13,77279.0,455000.0
4762597,1044.0,1493.0,449.0,,6600.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-13,77437.0,500000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,1.0,0.5,6.0,7.0,1.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-13,77475.0,331000.0
4762597,1044.0,1504.0,460.0,,6600.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-13,121951.0,500000.0
4762597,1044.0,1119.0,75.0,,6987.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Semi Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-02-13,159477.0,455000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-13,160962.0,331000.0
4762597,1044.0,1100.0,56.0,,,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,8.0,2.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-14,77228.0,315000.0
4762597,1044.0,1100.0,56.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-14,160874.0,315000.0
4762597,1044.0,1750.0,706.0,,9000.0,,3.0,3.0,0.0,1.5,3.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-18,77019.0,589000.0
4762597,1044.0,1750.0,706.0,,9000.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-18,135606.0,589000.0
4762597,1044.0,1335.0,291.0,,6600.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-02-19,77064.0,637000.0
4762597,1044.0,1300.0,256.0,,6500.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-02-20,76989.0,505000.0
4762597,1044.0,1750.0,706.0,,3480.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Semi Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-02-24,130030.0,550000.0
4762597,1044.0,1100.0,56.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-02-24,142089.0,394500.0
4762597,1044.0,250.0,794.0,,,,3.0,0.0,3.0,1.5,0.0,1.5,6.0,3.0,3.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-02-25,120422.0,187000.0
4762597,1044.0,1100.0,56.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-02-27,141864.0,360000.0
4762597,1044.0,2814.0,1770.0,,9200.0,,3.0,4.0,1.0,1.5,4.0,2.5,6.0,16.0,10.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-04,78287.0,686500.0
4762597,1044.0,2724.0,1680.0,,9200.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,16.0,10.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-04,163644.0,686500.0
4762597,1044.0,900.0,144.0,,7590.0,,3.0,2.0,1.0,1.5,2.0,0.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-05,78260.0,529000.0
4762597,1044.0,1750.0,706.0,,4888.0,,3.0,3.0,0.0,1.5,2.0,0.5,6.0,5.0,1.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-05,78633.0,585000.0
4762597,1044.0,900.0,144.0,,7590.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-05,109648.0,529000.0
4762597,1044.0,1750.0,706.0,,4888.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,5.0,1.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-05,116750.0,585000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Condominium,0.0,2 Storey,3 Storey,0.0,,1,1,0,2025-03-06,78616.0,455000.0
4762597,1044.0,1300.0,256.0,,3132.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-06,111504.0,479900.0
4762597,1044.0,1750.0,706.0,,3286.0,,3.0,3.0,0.0,1.5,4.0,2.5,6.0,14.0,8.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-08,78850.0,662000.0
4762597,1044.0,1750.0,706.0,,3286.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,14.0,8.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-08,163569.0,662000.0
4762597,1044.0,1273.0,229.0,,4978.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Semi Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-11,111352.0,475000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-12,123554.0,425000.0
4762597,1044.0,2250.0,1206.0,,4240.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-13,91145.0,720000.0
4762597,1044.0,1750.0,706.0,,6786.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-14,91201.0,574500.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-15,99226.0,470000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-16,99254.0,640000.0
4762597,1044.0,1750.0,706.0,,6120.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-17,99218.0,710000.0
4762597,1044.0,,,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-03-17,99230.0,425750.0
4762597,1044.0,,,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-17,99234.0,489000.0
4762597,1044.0,850.0,194.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-17,207829.0,320000.0
4762597,1044.0,,,,20000.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-03-20,207205.0,495000.0
4762597,1044.0,,,,7800.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-21,207059.0,824000.0
4762597,1044.0,1100.0,56.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,3.0,3.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-21,207210.0,400000.0
4762597,1044.0,900.0,144.0,,3850.0,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-23,207974.0,515000.0
4762597,1044.0,,,,4290.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-03-24,208077.0,649900.0
4762597,1044.0,1900.0,856.0,,5900.0,,3.0,5.0,2.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-25,207672.0,760000.0
4762597,1044.0,1300.0,256.0,,9075.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-03-25,208417.0,561767.0
4762597,1044.0,550.0,494.0,,,,3.0,1.0,2.0,1.5,0.0,1.5,6.0,5.0,1.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-03-27,215002.0,262500.0
4762597,1044.0,1750.0,706.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-03-27,215008.0,720000.0
4762597,1044.0,1300.0,256.0,,9360.0,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-03-27,257465.0,425000.0
4762597,1044.0,1500.0,456.0,,4305.0,,3.0,5.0,2.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-03-29,232471.0,775000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Condominium,0.0,2 Storey,3 Storey,0.0,,1,1,0,2025-03-31,257263.0,375300.0
4762597,1044.0,1750.0,706.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-04-02,260347.0,660000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-04-02,260409.0,580000.0
4762597,1044.0,1750.0,706.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-04,261617.0,760000.0
4762597,1044.0,1100.0,56.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-04-07,263179.0,330000.0
4762597,1044.0,950.0,94.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-04-11,268070.0,315000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-11,269459.0,510000.0
4762597,1044.0,2750.0,1706.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-14,270117.0,710000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-04-14,270180.0,630000.0
4762597,1044.0,2250.0,1206.0,,,,3.0,5.0,2.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-15,270882.0,888500.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-04-15,275501.0,630000.0
4762597,1044.0,900.0,144.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-04-16,271433.0,590000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-16,272169.0,630000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-17,272834.0,507900.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-17,273317.0,325000.0
4762597,1044.0,1750.0,706.0,,,,3.0,6.0,3.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-21,274709.0,850000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-04-22,275504.0,630000.0
4762597,1044.0,1750.0,706.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Semi Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-04-22,275860.0,630000.0
4762597,1044.0,2250.0,1206.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,Split Level,0.0,,1,1,0,2025-04-23,275456.0,677500.0
4762597,1044.0,2250.0,1206.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-24,276819.0,895000.0
4762597,1044.0,1100.0,56.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Condominium,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-24,278223.0,355000.0
4762597,1044.0,,,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-04-24,278252.0,560000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-04-25,278808.0,620000.0
4762597,1044.0,1750.0,706.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,Bungalow Raised,0.0,,1,1,0,2025-04-27,279765.0,625000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-28,279799.0,525000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,18.0,12.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-04-28,280524.0,760000.0
4762597,1044.0,1100.0,56.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-04-29,281531.0,368000.0
4762597,1044.0,1300.0,256.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-04-30,287522.0,565000.0
4762597,1044.0,1750.0,706.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,5.0,1.0,Townhouse,Detached,0.0,2 Storey,1.5 Storey,0.0,,1,1,0,2025-04-30,288877.0,648000.0
4762597,1044.0,900.0,144.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,6.0,0.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-05-01,283090.0,575000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,12.0,6.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-01,284017.0,680000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Condominium,0.0,2 Storey,,,,1,1,0,2025-05-02,283797.0,440000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,,,,1,1,0,2025-05-02,284564.0,597000.0
4762597,1044.0,1300.0,256.0,,,,3.0,6.0,3.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Duplex,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-05-02,284573.0,650000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-05,286529.0,440000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,9.0,3.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-05,286547.0,605000.0
4762597,1044.0,900.0,144.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-06,286347.0,490000.0
4762597,1044.0,1750.0,706.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-06,286387.0,585000.0
4762597,1044.0,2250.0,1206.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-06,286973.0,895000.0
4762597,1044.0,1750.0,706.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,10.0,4.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-07,301871.0,617207.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-08,288151.0,510000.0
4762597,1044.0,1300.0,256.0,,,,3.0,3.0,0.0,1.5,0.0,1.5,6.0,8.0,2.0,Townhouse,Semi Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-08,288750.0,517900.0
4762597,1044.0,2250.0,1206.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,13.0,7.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-08,289485.0,679000.0
4762597,1044.0,1750.0,706.0,,,,3.0,4.0,1.0,1.5,0.0,1.5,6.0,11.0,5.0,Townhouse,Detached,0.0,2 Storey,2 Storey,1.0,,1,1,0,2025-05-09,290185.0,750000.0
4762597,1044.0,1300.0,256.0,,,,3.0,2.0,1.0,1.5,0.0,1.5,6.0,7.0,1.0,Townhouse,Detached,0.0,2 Storey,Bungalow,0.0,,1,1,0,2025-05-11,300594.0,530000.0
4762739,1500.0,1136.0,364.0,72745.0,65340.0,7405.0,3.0,2.0,1.0,2.5,2.0,0.5,6.0,2.0,4.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,,0,1,0,2024-10-30,297301.0,710000.0
4762739,1500.0,1026.0,474.0,72745.0,43560.0,29185.0,3.0,3.0,0.0,2.5,1.5,1.0,6.0,7.0,1.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,,0,1,0,2024-11-01,292631.0,450000.0
4762739,1500.0,2117.0,617.0,72745.0,99929.0,27184.0,3.0,3.0,0.0,2.5,1.5,1.0,6.0,13.0,7.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,,0,1,0,2024-11-01,297309.0,930000.0
4762739,1500.0,816.0,684.0,72745.0,89298.0,16553.0,3.0,2.0,1.0,2.5,1.5,1.0,6.0,3.0,3.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,,0,1,0,2024-11-08,293953.0,430000.0
4762739,1500.0,1350.0,150.0,72745.0,30719.0,42026.0,3.0,3.0,0.0,2.5,1.0,1.5,6.0,7.0,1.0,Detached,Detached,1.0,1.5 Storey,2 Storey,0.0,,0,1,0,2024-11-28,293612.0,395000.0
4762739,1500.0,1320.0,180.0,72745.0,92347.0,19602.0,3.0,3.0,0.0,2.5,2.0,0.5,6.0,4.0,2.0,Detached,Detached,1.0,1.5 Storey,Bungalow,0.0,,0,1,0,2024-12-06,294897.0,378275.0
4762739,1500.0,1092.0,408.0,72745.0,29832.0,42913.0,3.0,3.0,0.0,2.5,2.0,0.5,6.0,14.0,8.0,Detached,Detached,1.0,1.5 Storey,Split Level,0.0,,0,1,0,2024-12-09,293390.0,415000.0
4762739,1500.0,1100.0,400.0,72745.0,21446.0,51299.0,3.0,3.0,0.0,2.5,2.0,0.5,6.0,7.0,1.0,Detached,Detached,1.0,1.5 Storey,2 Storey,0.0,,0,1,0,2024-12-13,292232.0,420000.0
4762739,1500.0,1078.0,422.0,72745.0,32400.0,40345.0,3.0,2.0,1.0,2.5,1.0,1.5,6.0,7.0,1.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,,0,1,0,2024-12-27,292152.0,325000.0
4762739,1500.0,616.0,884.0,72745.0,34000.0,38745.0,3.0,2.0,1.0,2.5,1.0,1.5,6.0,4.0,2.0,Detached,Detached,1.0,1.5 Storey,,,,0,1,0,2025-01-10,263677.0,135000.0
